InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541695,85049H,URBAN BLACK RIBBONS ,12,1/20/2011 18:01,0.83,,United Kingdom
572552,22712,CARD DOLLY GIRL ,1,10/24/2011 17:07,0.83,14096.0,United Kingdom
554628,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/25/2011 11:26,2.08,15039.0,United Kingdom
581217,21981,PACK OF 12 WOODLAND TISSUES ,1,12/8/2011 9:20,0.83,,United Kingdom
548516,35911A,MULTICOLOUR RABBIT EGG WARMER,2,3/31/2011 16:28,0.83,,United Kingdom
538826,85195,HANGING HEART BASKET,8,12/14/2010 12:58,2.1,12370.0,Cyprus
555407,22296,HEART IVORY TRELLIS LARGE,36,6/3/2011 7:48,1.65,12775.0,Netherlands
548860,22423,REGENCY CAKESTAND 3 TIER,1,4/4/2011 13:38,12.75,13263.0,United Kingdom
577535,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,11/20/2011 14:07,2.95,14071.0,United Kingdom
552013,23199,JUMBO BAG APPLES,10,5/5/2011 17:34,2.08,12451.0,Switzerland
566851,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,9/15/2011 12:16,4.95,15573.0,United Kingdom
545909,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,3/8/2011 9:45,9.95,15819.0,United Kingdom
545464,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,3/3/2011 9:10,1.63,,United Kingdom
544556,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2/21/2011 12:29,0.29,13477.0,United Kingdom
537434,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,12/6/2010 16:57,9.34,,United Kingdom
539453,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,12/17/2010 17:08,5.06,,United Kingdom
579986,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,36,12/1/2011 11:18,1.85,13777.0,United Kingdom
578852,21684,SMALL MEDINA STAMPED METAL BOWL ,1,11/27/2011 11:12,0.85,17841.0,United Kingdom
565618,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,9/5/2011 15:40,2.1,15974.0,United Kingdom
543518,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2/9/2011 11:21,0.64,12753.0,Japan
565225,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,9/1/2011 19:34,0.85,16808.0,United Kingdom
559689,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,7/11/2011 15:46,0.83,,United Kingdom
540352,22817,CARD SUKI BIRTHDAY,10,1/6/2011 14:27,0.43,,United Kingdom
557645,21936,RED RETROSPOT PICNIC BAG,1,6/21/2011 17:08,5.79,,United Kingdom
547892,21981,PACK OF 12 WOODLAND TISSUES ,24,3/28/2011 10:15,0.29,12669.0,France
579941,23543,WALL ART KEEP CALM ,2,12/1/2011 10:31,8.25,16496.0,United Kingdom
545468,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,3/3/2011 9:41,3.75,16571.0,United Kingdom
574023,22487,WHITE WOOD GARDEN PLANT LADDER,1,11/2/2011 12:20,9.95,14390.0,United Kingdom
561933,23298,SPOTTY BUNTING,3,8/1/2011 12:56,4.95,12949.0,United Kingdom
569374,21810,CHRISTMAS HANGING STAR WITH BELL,1,10/3/2011 16:14,0.83,,United Kingdom
580066,22697,GREEN REGENCY TEACUP AND SAUCER,6,12/1/2011 13:33,2.95,14309.0,United Kingdom
556490,21871,SAVE THE PLANET MUG,12,6/12/2011 14:08,1.25,13078.0,United Kingdom
549277,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,4/7/2011 13:11,2.1,16469.0,United Kingdom
577518,23301,GARDENERS KNEELING PAD KEEP CALM ,12,11/20/2011 13:17,1.65,14359.0,United Kingdom
566756,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,9/14/2011 15:54,4.95,12457.0,Switzerland
565649,22260,FELT EGG COSY BLUE RABBIT ,3,9/5/2011 16:27,0.85,16712.0,United Kingdom
556093,21169,YOU'RE CONFUSING ME METAL SIGN ,2,6/8/2011 15:26,4.13,,United Kingdom
C557269,22781,GUMBALL MAGAZINE RACK,-2,6/19/2011 11:27,7.65,13097.0,United Kingdom
553539,22683,FRENCH BLUE METAL DOOR SIGN 8,1,5/17/2011 15:27,0.0,,United Kingdom
576874,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,11/16/2011 16:30,2.1,15432.0,United Kingdom
561079,47590B,PINK HAPPY BIRTHDAY BUNTING,1,7/24/2011 16:12,5.45,13956.0,United Kingdom
561614,22629,SPACEBOY LUNCH BOX ,12,7/28/2011 12:50,1.95,13871.0,United Kingdom
561712,22896,PEG BAG APPLES DESIGN,1,7/29/2011 11:49,2.55,14499.0,United Kingdom
539650,21481,FAWN BLUE HOT WATER BOTTLE,1,12/20/2010 16:11,2.95,,United Kingdom
564638,22452,MEASURING TAPE BABUSHKA PINK,6,8/26/2011 12:54,2.95,13812.0,Germany
568132,21914,BLUE HARMONICA IN BOX ,1,9/23/2011 16:22,1.25,15549.0,United Kingdom
550899,21244,BLUE POLKADOT PLATE ,8,4/21/2011 12:07,1.69,13505.0,Switzerland
547205,22366,DOORMAT AIRMAIL ,2,3/21/2011 14:00,7.95,16558.0,United Kingdom
576014,23127,FELTCRAFT GIRL NICOLE KIT,2,11/13/2011 14:29,4.95,17218.0,United Kingdom
553048,23256,CHILDRENS CUTLERY SPACEBOY ,4,5/13/2011 10:02,4.15,14291.0,United Kingdom
567899,20981,12 PENCILS TALL TUBE WOODLAND,12,9/22/2011 16:26,0.85,14911.0,EIRE
540468,22264,FELT FARM ANIMAL WHITE BUNNY ,2,1/7/2011 13:55,0.81,,United Kingdom
578844,23005,TRAVEL CARD WALLET I LOVE LONDON,1,11/25/2011 16:14,0.83,,United Kingdom
536798,21911,GARDEN METAL SIGN ,12,12/2/2010 15:55,1.65,17838.0,United Kingdom
576555,23294,SET OF 6 SNACK LOAF BAKING CASES,24,11/15/2011 13:01,0.83,17861.0,United Kingdom
579854,22111,SCOTTIE DOG HOT WATER BOTTLE,3,11/30/2011 16:26,4.95,14713.0,United Kingdom
542208,21988,PACK OF 6 SKULL PAPER PLATES,192,1/26/2011 11:35,0.64,16422.0,United Kingdom
567618,16161P,WRAP ENGLISH ROSE ,25,9/21/2011 12:26,0.42,12721.0,France
536384,22424,ENAMEL BREAD BIN CREAM,8,12/1/2010 9:53,10.95,18074.0,United Kingdom
580730,23344,JUMBO BAG 50'S CHRISTMAS ,6,12/5/2011 17:28,4.13,,United Kingdom
569212,22633,HAND WARMER UNION JACK,4,10/2/2011 12:05,2.1,15164.0,United Kingdom
569263,23322,LARGE WHITE HEART OF WICKER,120,10/3/2011 11:37,1.97,18102.0,United Kingdom
547226,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,3/21/2011 15:33,4.95,14167.0,United Kingdom
543020,22474,SPACEBOY TV DINNER TRAY,1,2/2/2011 14:29,4.95,15005.0,United Kingdom
569372,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,10/3/2011 16:04,10.79,,United Kingdom
541870,22367,CHILDRENS APRON SPACEBOY DESIGN,1,1/24/2011 9:39,4.13,,United Kingdom
581095,23084,RABBIT NIGHT LIGHT,5,12/7/2011 11:35,2.08,17238.0,United Kingdom
572182,22814,CARD PARTY GAMES ,12,10/21/2011 10:32,0.42,13588.0,United Kingdom
541225,15056N,EDWARDIAN PARASOL NATURAL,2,1/14/2011 14:47,5.95,14099.0,United Kingdom
562031,22556,PLASTERS IN TIN CIRCUS PARADE ,2,8/1/2011 17:37,1.65,16984.0,United Kingdom
552042,35598D,PINK/WHITE CHRISTMAS TREE 60CM,24,5/6/2011 9:00,0.65,13952.0,United Kingdom
542085,21621,VINTAGE UNION JACK BUNTING,12,1/25/2011 12:33,8.5,14534.0,United Kingdom
544089,22457,NATURAL SLATE HEART CHALKBOARD ,2,2/15/2011 17:51,5.79,,United Kingdom
541594,20713,JUMBO BAG OWLS,10,1/19/2011 15:30,1.95,14916.0,United Kingdom
570243,21731,RED TOADSTOOL LED NIGHT LIGHT,12,10/9/2011 15:47,1.65,15606.0,United Kingdom
552280,23002,TRAVEL CARD WALLET SKULLS,9,5/8/2011 12:39,0.42,13561.0,United Kingdom
551997,20718,RED RETROSPOT SHOPPER BAG,1,5/5/2011 15:47,2.46,,United Kingdom
568517,23319,BOX OF 6 MINI 50'S CRACKERS,2,9/27/2011 12:52,2.49,14456.0,United Kingdom
545038,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,2/27/2011 10:13,1.65,13684.0,United Kingdom
550817,21389,IVORY HANGING DECORATION  BIRD,6,4/20/2011 17:00,0.85,17946.0,United Kingdom
576638,21479,WHITE SKULL HOT WATER BOTTLE ,4,11/16/2011 9:35,4.25,13890.0,United Kingdom
556670,21937,STRAWBERRY   PICNIC BAG,50,6/13/2011 16:29,2.55,15838.0,United Kingdom
548741,22692,DOORMAT WELCOME TO OUR HOME,2,4/4/2011 12:00,7.95,16224.0,United Kingdom
542780,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2/1/2011 9:38,5.55,17675.0,United Kingdom
550500,22133,PINK LOVE HEART SHAPE CUP,2,4/18/2011 15:26,1.63,,United Kingdom
562346,84836,ZINC METAL HEART DECORATION,24,8/4/2011 12:14,1.25,16187.0,United Kingdom
566980,23355,HOT WATER BOTTLE KEEP CALM,8,9/16/2011 9:56,4.95,15498.0,United Kingdom
555276,85061W,WHITE JEWELLED HEART DECORATION,1,6/1/2011 17:28,1.63,,United Kingdom
569220,22128,PARTY CONES CANDY ASSORTED,6,10/2/2011 13:26,1.25,16007.0,United Kingdom
580055,23581,JUMBO BAG PAISLEY PARK,30,12/1/2011 13:12,1.79,14298.0,United Kingdom
579690,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1,11/30/2011 14:03,1.25,15060.0,United Kingdom
561020,23335,EGG FRYING PAN IVORY ,1,7/22/2011 17:21,2.08,13563.0,United Kingdom
559308,21935,SUKI  SHOULDER BAG,10,7/7/2011 13:05,1.65,13158.0,United Kingdom
567928,21429,RED GINGHAM ROSE JEWELLERY BOX,8,9/22/2011 17:31,1.95,12380.0,Belgium
558232,21172,PARTY METAL SIGN ,3,6/27/2011 14:30,1.45,17841.0,United Kingdom
557112,22760,"TRAY, BREAKFAST IN BED",1,6/16/2011 16:31,24.96,,United Kingdom
541410,22669,RED BABY BUNTING ,5,1/17/2011 16:06,2.95,13089.0,United Kingdom
550006,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,4/14/2011 10:10,1.65,17841.0,United Kingdom
542275,22921,HERB MARKER CHIVES ,24,1/27/2011 10:18,0.65,13089.0,United Kingdom
572567,23514,EMBROIDERED RIBBON REEL SALLY ,6,10/25/2011 10:27,2.08,12398.0,Switzerland
576075,20758,ABSTRACT CIRCLES POCKET BOOK,3,11/13/2011 16:16,0.85,15861.0,United Kingdom
573665,22208,WOOD STAMP SET THANK YOU,6,10/31/2011 16:24,0.83,13982.0,United Kingdom
569555,22367,CHILDRENS APRON SPACEBOY DESIGN,8,10/5/2011 8:17,1.95,17728.0,United Kingdom
573585,90165B,WHITE ROSEBUD  PEARL EARRINGS,1,10/31/2011 14:41,2.48,,United Kingdom
572660,23357,HOT WATER BOTTLE SEX BOMB,4,10/25/2011 12:30,4.95,14527.0,United Kingdom
560854,22986,WRAP GINGHAM ROSE ,25,7/21/2011 12:46,0.42,13098.0,United Kingdom
551997,84692,BOX OF 24 COCKTAIL PARASOLS,2,5/5/2011 15:47,0.83,,United Kingdom
543040,21162,TOXIC AREA  DOOR HANGER ,1,2/2/2011 17:06,1.45,17337.0,United Kingdom
580396,22155,STAR DECORATION RUSTIC,2,12/4/2011 11:00,0.42,13838.0,United Kingdom
566290,21484,CHICK GREY HOT WATER BOTTLE,1,9/11/2011 15:24,4.25,14456.0,United Kingdom
560444,23201,JUMBO BAG ALPHABET,2,7/18/2011 17:15,2.08,13764.0,United Kingdom
560359,23301,GARDENERS KNEELING PAD KEEP CALM ,3,7/18/2011 11:47,1.65,14159.0,United Kingdom
558191,84509B,SET OF 4 FAIRY CAKE PLACEMATS,2,6/27/2011 12:16,3.75,16869.0,United Kingdom
549546,22728,ALARM CLOCK BAKELIKE PINK,2,4/10/2011 11:24,3.75,16889.0,United Kingdom
569110,23409,PHOTO FRAME LINEN AND LACE LARGE,6,9/30/2011 12:44,3.75,17675.0,United Kingdom
542214,20974,12 PENCILS SMALL TUBE SKULL,24,1/26/2011 12:19,0.65,17118.0,United Kingdom
580729,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,12/5/2011 17:24,1.63,,United Kingdom
558625,21221,SET/4 BADGES CUTE CREATURES,10,6/30/2011 17:29,1.25,14132.0,United Kingdom
572281,23321,SMALL WHITE HEART OF WICKER,6,10/23/2011 11:10,1.65,17211.0,United Kingdom
550987,22433,WATERING CAN GREEN DINOSAUR,1,4/21/2011 18:10,4.13,,United Kingdom
556089,21061,PARTY INVITES FOOTBALL,1,6/8/2011 15:25,1.63,,United Kingdom
574555,22553,PLASTERS IN TIN SKULLS,2,11/4/2011 15:29,1.65,16426.0,United Kingdom
557324,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,6/20/2011 9:41,3.29,,United Kingdom
536544,21218,RED SPOTTY BISCUIT TIN,1,12/1/2010 14:32,8.47,,United Kingdom
541021,85099F,JUMBO BAG STRAWBERRY,100,1/13/2011 12:03,1.65,13093.0,United Kingdom
551056,22983,CARD BILLBOARD FONT,12,4/26/2011 11:51,0.42,16442.0,United Kingdom
580539,22391,PAPERWEIGHT HOME SWEET HOME,12,12/5/2011 8:39,0.39,18180.0,United Kingdom
580731,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,12/5/2011 17:36,0.39,17383.0,United Kingdom
580599,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,12/5/2011 11:11,0.42,12925.0,United Kingdom
553224,23156,SET OF 5 MINI GROCERY MAGNETS,2,5/16/2011 10:40,2.08,17228.0,United Kingdom
563431,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,8/16/2011 12:00,0.83,16266.0,United Kingdom
564186,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,8/23/2011 15:20,4.95,15755.0,United Kingdom
556237,16219,HOUSE SHAPE PENCIL SHARPENER,2,6/9/2011 15:34,0.83,,United Kingdom
569943,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,10/6/2011 18:08,1.25,14592.0,United Kingdom
546388,20723,STRAWBERRY CHARLOTTE BAG,35,3/11/2011 13:42,2.46,,United Kingdom
579470,21877,HOME SWEET HOME MUG,1,11/29/2011 15:06,1.65,16549.0,United Kingdom
568668,22507,MEMO BOARD RETROSPOT  DESIGN,1,9/28/2011 13:00,4.95,15750.0,United Kingdom
574298,23010,CIRCUS PARADE BABY GIFT SET,1,11/3/2011 15:56,10.79,,United Kingdom
572290,23500,KEY RING BASEBALL BOOT ASSORTED ,40,10/23/2011 12:46,1.25,14800.0,United Kingdom
569220,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,10/2/2011 13:26,0.55,16007.0,United Kingdom
576894,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,11/17/2011 8:35,3.75,12681.0,France
540826,22882,NUMBER TILE VINTAGE FONT 3,12,1/11/2011 14:00,0.42,13102.0,United Kingdom
571377,22699,ROSES REGENCY TEACUP AND SAUCER ,6,10/17/2011 11:56,2.95,14911.0,EIRE
565381,21314,SMALL GLASS HEART TRINKET POT,8,9/2/2011 15:23,2.1,16173.0,United Kingdom
567804,23005,TRAVEL CARD WALLET I LOVE LONDON,3,9/22/2011 12:13,0.42,17920.0,United Kingdom
576345,84992,72 SWEETHEART FAIRY CAKE CASES,24,11/14/2011 15:37,0.55,12374.0,Austria
578513,23203,JUMBO BAG VINTAGE DOILY ,30,11/24/2011 13:32,2.08,16609.0,United Kingdom
576353,23461,SWEETHEART BIRD HOUSE,8,11/14/2011 16:17,4.15,15050.0,United Kingdom
573262,22469,HEART OF WICKER SMALL,12,10/28/2011 12:33,1.65,16851.0,United Kingdom
548492,22654,DELUXE SEWING KIT ,1,3/31/2011 13:14,5.95,17841.0,United Kingdom
565919,21112,SWISS ROLL TOWEL PINK  SPOTS,1,9/7/2011 16:48,5.79,,United Kingdom
570465,22869,NUMBER TILE COTTAGE GARDEN 1,1,10/10/2011 16:02,4.13,,United Kingdom
555150,23110,PARISIENNE KEY CABINET ,2,5/31/2011 15:53,12.46,,United Kingdom
567669,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,9/21/2011 15:32,1.79,14887.0,United Kingdom
561079,35953,FOLKART STAR CHRISTMAS DECORATIONS,11,7/24/2011 16:12,1.25,13956.0,United Kingdom
564848,21668,RED STRIPE CERAMIC DRAWER KNOB,6,8/30/2011 15:37,1.25,16928.0,United Kingdom
553655,47566,PARTY BUNTING,4,5/18/2011 11:14,4.95,16775.0,United Kingdom
540480,21873,IF YOU CAN'T STAND THE HEAT MUG,12,1/7/2011 15:27,1.25,12480.0,Germany
543713,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2/11/2011 11:46,4.13,,United Kingdom
574965,22551,PLASTERS IN TIN SPACEBOY,1,11/8/2011 10:44,1.65,17964.0,United Kingdom
563565,21218,RED SPOTTY BISCUIT TIN,2,8/17/2011 14:22,3.75,17338.0,United Kingdom
565220,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,9/1/2011 18:20,14.95,13437.0,United Kingdom
554059,22384,LUNCH BAG PINK POLKADOT,10,5/20/2011 16:25,1.65,14388.0,United Kingdom
C555885,22193,RED DINER WALL CLOCK,-1,6/7/2011 15:50,8.5,14842.0,United Kingdom
551997,21314,SMALL GLASS HEART TRINKET POT,1,5/5/2011 15:47,4.13,,United Kingdom
541695,22090,PAPER BUNTING RETROSPOT,1,1/20/2011 18:01,5.79,,United Kingdom
570237,20752,BLUE POLKADOT WASHING UP GLOVES,1,10/9/2011 14:48,2.1,13212.0,United Kingdom
555798,21094,SET/6 RED SPOTTY PAPER PLATES,96,6/7/2011 11:32,0.64,16422.0,United Kingdom
556459,22810,SET OF 6 T-LIGHTS SNOWMEN,1,6/10/2011 17:25,5.79,,United Kingdom
540545,22469,HEART OF WICKER SMALL,1,1/9/2011 15:35,1.65,13451.0,United Kingdom
539663,22371,AIRLINE BAG VINTAGE TOKYO 78,1,12/21/2010 10:26,4.25,17961.0,United Kingdom
572211,22865,HAND WARMER OWL DESIGN,12,10/21/2011 12:25,2.1,13429.0,United Kingdom
575176,23201,JUMBO BAG ALPHABET,1,11/8/2011 18:29,4.13,,United Kingdom
574725,22652,TRAVEL SEWING KIT,3,11/6/2011 14:50,1.65,15883.0,United Kingdom
568709,22992,REVOLVER WOODEN RULER ,1,9/28/2011 15:42,1.95,15036.0,United Kingdom
546658,22723,SET OF 6 HERB TINS SKETCHBOOK,4,3/15/2011 14:21,3.95,15150.0,United Kingdom
546417,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,3/13/2011 10:48,0.85,14800.0,United Kingdom
549387,22431,WATERING CAN BLUE ELEPHANT,6,4/8/2011 11:33,1.95,13178.0,United Kingdom
538153,22896,PEG BAG APPLES DESIGN,3,12/9/2010 16:31,5.06,,United Kingdom
560934,22045,SPACEBOY GIFT WRAP,25,7/22/2011 10:48,0.42,16722.0,United Kingdom
564539,23204,CHARLOTTE BAG APPLES DESIGN,10,8/25/2011 15:22,0.85,12715.0,Sweden
571746,22425,ENAMEL COLANDER CREAM,3,10/19/2011 10:56,4.95,17043.0,United Kingdom
569702,23060,HEART BEADED TRELLIS DECORATION,6,10/5/2011 16:09,2.08,14396.0,United Kingdom
542646,21328,BALLOONS  WRITING SET ,3,1/31/2011 11:42,1.65,17220.0,United Kingdom
577545,23211,RED ROCKING HORSE HAND PAINTED,1,11/20/2011 14:43,1.25,16931.0,United Kingdom
569363,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,10/3/2011 15:08,4.25,13297.0,United Kingdom
537335,22748,POPPY'S PLAYHOUSE KITCHEN,1,12/6/2010 12:15,2.1,15048.0,United Kingdom
536540,22492,MINI PAINT SET VINTAGE ,36,12/1/2010 14:05,0.65,14911.0,EIRE
576212,23313,VINTAGE CHRISTMAS BUNTING,2,11/14/2011 12:45,4.95,18082.0,United Kingdom
552326,22200,FRYING PAN PINK POLKADOT,4,5/9/2011 10:02,4.25,15596.0,United Kingdom
555627,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,6/6/2011 11:57,1.25,15805.0,United Kingdom
543474,22302,COFFEE MUG PEARS  DESIGN,6,2/8/2011 15:09,2.55,14415.0,United Kingdom
559202,37340,MULTICOLOUR SPRING FLOWER MUG,48,7/7/2011 10:40,0.39,13583.0,United Kingdom
569148,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,9/30/2011 15:52,1.25,16613.0,United Kingdom
540354,20829,GLITTER HANGING BUTTERFLY STRING,8,1/6/2011 14:58,2.1,13576.0,United Kingdom
566985,22630,DOLLY GIRL LUNCH BOX,2,9/16/2011 10:42,2.46,,United Kingdom
546502,21392,RED POLKADOT PUDDING BOWL,1,3/14/2011 11:46,0.39,16005.0,United Kingdom
545069,21383,PACK OF 12 STICKY BUNNIES,24,2/27/2011 15:25,0.65,14745.0,United Kingdom
569357,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,10/3/2011 14:52,2.95,15930.0,United Kingdom
567635,22718,CARD CAT AND TREE ,12,9/21/2011 13:41,0.42,16523.0,United Kingdom
580367,22219,LOVEBIRD HANGING DECORATION WHITE ,2,12/2/2011 16:39,1.63,,United Kingdom
579777,23058,CHRISTMAS HANGING SNOWFLAKE,1,11/30/2011 15:13,2.46,,United Kingdom
545221,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,3/1/2011 8:35,0.85,14740.0,United Kingdom
543452,22933,BAKING MOULD EASTER EGG MILK CHOC,12,2/8/2011 12:14,2.95,16037.0,United Kingdom
558483,84879,ASSORTED COLOUR BIRD ORNAMENT,16,6/30/2011 9:59,1.69,18171.0,United Kingdom
549906,22979,PANTRY WASHING UP BRUSH,1,4/12/2011 16:28,1.45,14998.0,United Kingdom
552547,15036,ASSORTED COLOURS SILK FAN,12,5/10/2011 10:34,0.83,13098.0,United Kingdom
546884,22697,GREEN REGENCY TEACUP AND SAUCER,2,3/17/2011 18:08,5.79,,United Kingdom
578846,84006,MAGIC TREE -PAPER FLOWERS,5,11/25/2011 17:27,0.85,17757.0,United Kingdom
573865,22904,CALENDAR PAPER CUT DESIGN,1,11/1/2011 12:00,2.95,15311.0,United Kingdom
538799,21867,PINK UNION JACK  LUGGAGE TAG,1,12/14/2010 11:48,1.25,15039.0,United Kingdom
559131,23574,PACKING CHARGE,1,7/6/2011 13:04,7.5,18144.0,United Kingdom
557013,82494L,WOODEN FRAME ANTIQUE WHITE ,10,6/16/2011 12:05,2.95,15044.0,United Kingdom
551876,22854,CREAM SWEETHEART EGG HOLDER,4,5/5/2011 8:18,4.95,14867.0,United Kingdom
569089,23344,JUMBO BAG 50'S CHRISTMAS ,8,9/30/2011 12:03,2.08,13764.0,United Kingdom
548971,21181,PLEASE ONE PERSON METAL SIGN,2,4/5/2011 11:29,2.1,16919.0,United Kingdom
581492,23575,SNACK TRAY PAISLEY PARK,3,12/9/2011 10:03,4.13,,United Kingdom
553921,47585A,PINK FAIRY CAKE CUSHION COVER,4,5/20/2011 9:08,3.75,13376.0,United Kingdom
C569985,22729,ALARM CLOCK BAKELIKE ORANGE,-4,10/6/2011 19:51,3.75,15365.0,United Kingdom
577500,23419,HOME SWEET HOME BOTTLE ,1,11/20/2011 12:30,2.08,14052.0,United Kingdom
557957,22667,RECIPE BOX RETROSPOT ,6,6/23/2011 19:20,2.95,13969.0,United Kingdom
547233,22128,PARTY CONES CANDY ASSORTED,120,3/21/2011 16:20,1.06,17152.0,United Kingdom
557798,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,6/23/2011 9:38,2.08,16187.0,United Kingdom
562580,22386,JUMBO BAG PINK POLKADOT,10,8/7/2011 13:31,2.08,14024.0,United Kingdom
564838,22379,RECYCLING BAG RETROSPOT ,1,8/30/2011 12:43,4.13,,United Kingdom
559052,22027,TEA PARTY BIRTHDAY CARD,2,7/5/2011 16:53,0.83,,United Kingdom
546406,46000S,POLYESTER FILLER PAD 40x40cm,70,3/11/2011 16:21,0.0,,United Kingdom
543286,22963,JAM JAR WITH GREEN LID,48,2/7/2011 9:50,0.72,14952.0,United Kingdom
C567964,22307,GOLD MUG BONE CHINA TREE OF LIFE,-7,9/23/2011 9:20,1.06,12995.0,United Kingdom
581142,23154,SET OF 4 JAM JAR MAGNETS,1,12/7/2011 13:38,2.08,14204.0,United Kingdom
575504,23245,SET OF 3 REGENCY CAKE TINS,8,11/10/2011 10:29,4.95,14895.0,United Kingdom
542617,85034A,3 GARDENIA MORRIS BOXED CANDLES,1,1/30/2011 15:48,4.25,17463.0,United Kingdom
581493,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,12/9/2011 10:10,2.95,12423.0,Belgium
557854,21832,CHOCOLATE CALCULATOR,7,6/23/2011 11:38,1.65,13268.0,United Kingdom
573326,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,10/30/2011 11:08,0.85,15298.0,United Kingdom
555199,22197,SMALL POPCORN HOLDER,2,6/1/2011 12:05,0.85,14606.0,United Kingdom
559816,22961,JAM MAKING SET PRINTED,2,7/12/2011 16:11,3.29,,United Kingdom
560261,22585,PACK OF 6 BIRDY GIFT TAGS,6,7/17/2011 13:35,1.25,12841.0,United Kingdom
C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,12/8/2010 16:15,1.25,16252.0,United Kingdom
580294,23313,VINTAGE CHRISTMAS BUNTING,5,12/2/2011 13:46,4.95,17364.0,United Kingdom
578808,22042,CHRISTMAS CARD SINGING ANGEL,12,11/25/2011 13:23,0.42,16327.0,United Kingdom
558774,22167, OVAL WALL MIRROR DIAMANTE ,1,7/4/2011 10:17,8.29,,United Kingdom
544644,21313,GLASS HEART T-LIGHT HOLDER ,24,2/22/2011 11:46,0.85,17002.0,United Kingdom
544771,22309,TEA COSY RED  STRIPE,1,2/23/2011 11:12,4.96,,United Kingdom
550819,21061,PARTY INVITES FOOTBALL,4,4/20/2011 17:37,0.85,17530.0,United Kingdom
542192,22483,RED GINGHAM TEDDY BEAR ,2,1/26/2011 11:27,2.95,14049.0,United Kingdom
568060,22077,6 RIBBONS RUSTIC CHARM,3,9/23/2011 13:11,1.95,14546.0,United Kingdom
544177,22479,DAISY GARDEN MARKER,3,2/16/2011 14:27,1.25,13001.0,United Kingdom
549023,21628,TRIANGULAR POUFFE VINTAGE ,1,4/5/2011 16:27,29.17,,United Kingdom
573580,21192,WHITE BELL HONEYCOMB PAPER ,2,10/31/2011 14:21,3.29,,United Kingdom
563195,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,8/12/2011 16:36,0.83,,United Kingdom
577403,22189,CREAM HEART CARD HOLDER,4,11/20/2011 10:15,3.95,13988.0,United Kingdom
554349,22386,JUMBO BAG PINK POLKADOT,10,5/24/2011 8:49,2.08,14191.0,United Kingdom
555277,85040A,S/4 PINK FLOWER CANDLES IN BOWL,8,6/1/2011 17:30,3.29,,United Kingdom
551997,90038C,GLASS AND BEADS BRACELET IVORY,1,5/5/2011 15:47,3.73,,United Kingdom
550512,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,2,4/18/2011 16:31,0.65,18069.0,United Kingdom
544074,21931,JUMBO STORAGE BAG SUKI,2,2/15/2011 14:49,1.95,14156.0,EIRE
